Food_ID,Commodity,Category,Moisture_pct,Fat_pct,Protein_pct,pH,Respiration_Rate,Shelf_Life_Days,Storage_Temperature_C,Relative_Humidity_pct,Storage_Type,Transportation,Recommended_Packaging,Film_Thickness_um,OTR_Class,WVTR_Class,MAP_Suitable,raw_moisture_pct,is_flagged,flag_reason
F00802,Milk Powder,Dairy,3.95,25.66,26.35,6.51,Very_Low,344,25.1,63.0,Ambient,Long_Distance,Aluminum_Laminate,94,Very_Low,Very_Low,No,3.95,False,
F00803,Tomato,Fresh Produce,93.17,0.37,0.77,4.43,High,15,6.2,76.0,Chilled,Normal,Micro_Perforated_PE,28,High,High,Yes,93.17,False,
F00804,Apple,Fresh Produce,84.9,0.3,0.22,3.4,High,65,5.0,78.0,Chilled,Normal,Micro_Perforated_PE,40,High,High,Yes,84.9,False,
F00805,Biscuits,Bakery,3.81,18.49,6.83,7.22,Very_Low,197,25.1,59.0,Ambient,Normal,BOPP_PE,65,Low,Low,No,3.81,False,
F00806,Fresh Chicken,Meat,74.08,8.25,23.09,5.81,Very_Low,5,4.6,76.0,Chilled,Long_Distance,PA_PE_Vacuum,93,Low,Very_Low,Yes,74.08,True,Proximate sum > 100%; 
F00807,Frozen Peas,Frozen Vegetable,77.36,0.34,5.26,6.3,Low,325,-18.9,84.0,Frozen,Normal,PE_Film,71,Medium,Low,Yes,77.36,False,
F00808,Coffee Powder,Beverage,2.94,14.55,13.66,4.94,Very_Low,348,24.6,70.0,Ambient,Normal,Metallized_PET_PE,83,Very_Low,Very_Low,No,2.94,False,
F00809,Peanuts,Nuts,5.63,49.66,24.47,6.44,Very_Low,174,24.4,59.0,Ambient,Normal,Metallized_PET_PE,73,Very_Low,Very_Low,No,5.63,False,
F00810,Cheese,Dairy,37.14,32.81,24.37,5.1,Very_Low,58,4.1,92.0,Chilled,Refrigerated,PA_PE_Vacuum,90,Low,Very_Low,Yes,37.14,False,
F00811,Bread,Bakery,38.37,3.8,9.16,5.49,Very_Low,8,24.6,52.0,Ambient,Long_Distance,LDPE_Bag,48,Medium,Medium,No,38.37,False,
F00812,Mango,Fresh Produce,82.08,0.35,0.64,3.74,High,21,10.0,87.0,Chilled,Long_Distance,Breathable_PE,40,High,High,Yes,82.08,False,
F00813,Carrot,Fresh Produce,84.78,0.33,0.53,6.01,High,31,4.7,67.0,Chilled,Refrigerated,Micro_Perforated_PE,40,High,High,Yes,84.78,False,
F00814,Onion,Vegetable,88.36,0.22,1.07,5.46,Low,127,19.8,70.0,Ambient,Long_Distance,Breathable_PP,44,High,Medium,Yes,88.36,False,
F00815,Rice,Grain,12.05,0.67,6.91,6.27,Very_Low,377,24.3,54.0,Ambient,Long_Distance,HDPE,82,Low,Low,No,12.05,False,
F00816,Wheat Flour,Grain,11.6,1.62,12.43,6.02,Very_Low,171,24.1,60.0,Ambient,Normal,HDPE,89,Low,Low,No,11.6,False,
F00817,Ground Coffee,Beverage,2.63,15.49,14.39,4.92,Very_Low,354,25.6,64.0,Ambient,Normal,High_Barrier_Laminate,81,Very_Low,Very_Low,No,2.63,False,
F00818,Butter,Dairy,16.09,81.3,0.92,6.43,Very_Low,117,4.0,83.0,Chilled,Long_Distance,Aluminum_Foil_Laminate,100,Very_Low,Very_Low,No,16.09,False,
F00819,Yogurt,Dairy,85.13,3.02,3.81,4.37,Very_Low,31,4.3,89.0,Chilled,Normal,PP_Cup_Foil_Lid,54,Medium,Low,Yes,85.13,False,
F00820,Fish,Seafood,77.93,4.71,19.21,6.36,Very_Low,5,1.7,74.0,Chilled,Normal,PA_PE_Vacuum,87,Low,Very_Low,Yes,77.93,True,Proximate sum > 100%; 
F00821,Potato Chips,Snacks,2.03,30.76,5.98,6.12,Very_Low,169,24.8,50.0,Ambient,Long_Distance,Metallized_PET_PE,78,Low,Very_Low,Yes,2.03,False,
F00822,Milk Powder,Dairy,3.92,26.0,25.68,6.5,Very_Low,351,25.1,58.0,Ambient,Normal,Aluminum_Laminate,103,Very_Low,Very_Low,No,3.92,False,
F00823,Tomato,Fresh Produce,96.2,0.0,0.94,4.39,High,13,4.8,95.0,Chilled,Normal,Micro_Perforated_PE,43,High,High,Yes,96.2,False,
F00824,Apple,Fresh Produce,86.23,0.16,0.27,3.54,High,65,5.8,84.0,Chilled,Refrigerated,Micro_Perforated_PE,41,High,High,Yes,86.23,False,
F00825,Biscuits,Bakery,4.15,17.47,7.34,7.15,Very_Low,166,24.5,41.0,Ambient,Normal,BOPP_PE,56,Low,Low,No,4.15,False,
F00826,Fresh Chicken,Meat,73.76,7.86,22.41,5.72,Very_Low,3,4.2,75.0,Chilled,Long_Distance,PA_PE_Vacuum,88,Low,Very_Low,Yes,73.76,True,Proximate sum > 100%; 
F00827,Frozen Peas,Frozen Vegetable,75.23,0.48,5.58,6.04,Low,371,-16.9,81.0,Frozen,Normal,PE_Film,73,Medium,Low,Yes,75.23,False,
F00828,Coffee Powder,Beverage,3.42,15.56,14.06,5.17,Very_Low,359,24.4,75.0,Ambient,Normal,Metallized_PET_PE,83,Very_Low,Very_Low,No,3.42,False,
F00829,Peanuts,Nuts,5.88,48.7,26.2,6.25,Very_Low,191,24.5,49.0,Ambient,Normal,Metallized_PET_PE,86,Very_Low,Very_Low,No,5.88,False,
F00830,Cheese,Dairy,37.71,33.72,26.66,5.09,Very_Low,64,3.5,89.0,Chilled,Normal,PA_PE_Vacuum,94,Low,Very_Low,Yes,37.71,False,
F00831,Bread,Bakery,36.56,4.06,8.84,5.37,Very_Low,5,24.9,49.0,Ambient,Normal,LDPE_Bag,50,Medium,Medium,No,36.56,False,
F00832,Mango,Fresh Produce,86.11,0.2,0.88,3.87,High,21,10.6,65.0,Chilled,Normal,Breathable_PE,44,High,High,Yes,86.11,False,
F00833,Carrot,Fresh Produce,93.96,0.19,0.81,5.83,High,30,4.9,85.0,Chilled,Refrigerated,Micro_Perforated_PE,39,High,High,Yes,93.96,False,
F00834,Onion,Vegetable,88.42,0.12,1.01,5.51,Low,120,20.5,56.0,Ambient,Long_Distance,Breathable_PP,56,High,Medium,Yes,88.42,False,
F00835,Rice,Grain,11.44,0.61,6.81,6.67,Very_Low,362,25.6,55.0,Ambient,Normal,HDPE,82,Low,Low,No,11.44,False,
F00836,Wheat Flour,Grain,12.28,1.64,12.28,5.89,Very_Low,196,24.5,84.0,Ambient,Long_Distance,HDPE,71,Low,Low,No,12.28,False,
F00837,Ground Coffee,Beverage,3.01,15.28,14.08,5.16,Very_Low,364,24.9,64.0,Ambient,Long_Distance,High_Barrier_Laminate,90,Very_Low,Very_Low,No,3.01,False,
F00838,Butter,Dairy,16.05,81.64,1.07,6.0,Very_Low,125,4.4,88.0,Chilled,Long_Distance,Aluminum_Foil_Laminate,88,Very_Low,Very_Low,No,16.05,False,
F00839,Yogurt,Dairy,85.91,3.0,3.94,4.58,Very_Low,27,4.2,91.0,Chilled,Refrigerated,PP_Cup_Foil_Lid,54,Medium,Low,Yes,85.91,False,
F00840,Fish,Seafood,76.92,5.13,20.39,6.29,Very_Low,7,1.8,93.0,Chilled,Refrigerated,PA_PE_Vacuum,92,Low,Very_Low,Yes,76.92,True,Proximate sum > 100%; 
F00841,Potato Chips,Snacks,1.64,31.79,6.0,6.11,Very_Low,181,25.9,56.0,Ambient,Normal,Metallized_PET_PE,83,Low,Very_Low,Yes,1.64,False,
F00842,Milk Powder,Dairy,4.03,27.06,26.1,6.79,Very_Low,355,24.5,57.0,Ambient,Long_Distance,Aluminum_Laminate,86,Very_Low,Very_Low,No,4.03,False,
F00843,Tomato,Fresh Produce,95.1,0.27,0.69,4.55,High,14,4.0,86.0,Chilled,Refrigerated,Micro_Perforated_PE,40,High,High,Yes,95.1,False,
F00844,Apple,Fresh Produce,90.49,0.16,0.28,3.6,High,60,5.2,95.0,Chilled,Normal,Micro_Perforated_PE,44,High,High,Yes,90.49,False,
F00845,Biscuits,Bakery,4.24,17.54,6.63,7.02,Very_Low,183,25.7,49.0,Ambient,Normal,BOPP_PE,66,Low,Low,No,4.24,False,
F00846,Fresh Chicken,Meat,72.98,7.96,24.64,5.9,Very_Low,4,4.9,79.0,Chilled,Long_Distance,PA_PE_Vacuum,90,Low,Very_Low,Yes,72.98,True,Proximate sum > 100%; 
F00847,Frozen Peas,Frozen Vegetable,83.0,0.61,5.22,6.2,Low,342,-18.0,95.0,Frozen,Normal,PE_Film,75,Medium,Low,Yes,83.0,False,
F00848,Coffee Powder,Beverage,2.71,15.06,13.92,5.06,Very_Low,365,24.2,62.0,Ambient,Long_Distance,Metallized_PET_PE,71,Very_Low,Very_Low,No,2.71,False,
F00849,Peanuts,Nuts,5.72,47.53,25.52,6.45,Very_Low,172,24.7,65.0,Ambient,Long_Distance,Metallized_PET_PE,77,Very_Low,Very_Low,No,5.72,False,
F00850,Cheese,Dairy,36.58,32.58,25.4,5.08,Very_Low,61,4.0,79.0,Chilled,Normal,PA_PE_Vacuum,85,Low,Very_Low,Yes,36.58,False,
F00851,Bread,Bakery,38.41,4.05,9.07,5.45,Very_Low,7,25.1,65.0,Ambient,Normal,LDPE_Bag,51,Medium,Medium,No,38.41,False,
F00852,Mango,Fresh Produce,78.65,0.43,0.85,3.9,High,21,10.3,87.0,Chilled,Normal,Breathable_PE,32,High,High,Yes,78.65,False,
F00853,Carrot,Fresh Produce,87.68,0.13,0.99,6.01,High,30,4.6,71.0,Chilled,Long_Distance,Micro_Perforated_PE,41,High,High,Yes,87.68,False,
F00854,Onion,Vegetable,89.2,0.0,0.83,5.63,Low,117,19.8,61.0,Ambient,Normal,Breathable_PP,48,High,Medium,Yes,89.2,False,
F00855,Rice,Grain,12.51,0.67,6.98,6.5,Very_Low,365,24.5,51.0,Ambient,Normal,HDPE,86,Low,Low,No,12.51,False,
F00856,Wheat Flour,Grain,12.01,1.62,12.85,6.03,Very_Low,168,24.9,62.0,Ambient,Normal,HDPE,71,Low,Low,No,12.01,False,
F00857,Ground Coffee,Beverage,3.04,14.81,13.65,4.87,Very_Low,352,25.6,54.0,Ambient,Normal,High_Barrier_Laminate,87,Very_Low,Very_Low,No,3.04,False,
F00858,Butter,Dairy,15.64,78.91,0.96,6.38,Very_Low,114,3.7,90.0,Chilled,Normal,Aluminum_Foil_Laminate,93,Very_Low,Very_Low,No,15.64,False,
F00859,Yogurt,Dairy,86.8,3.02,4.08,4.27,Very_Low,29,4.4,85.0,Chilled,Normal,PP_Cup_Foil_Lid,51,Medium,Low,Yes,86.8,False,
F00860,Fish,Seafood,76.19,4.98,19.73,6.23,Very_Low,5,2.4,94.0,Chilled,Long_Distance,PA_PE_Vacuum,92,Low,Very_Low,Yes,76.19,True,Proximate sum > 100%; 
F00861,Potato Chips,Snacks,2.37,30.47,5.99,6.26,Very_Low,166,26.0,69.0,Ambient,Long_Distance,Metallized_PET_PE,87,Low,Very_Low,Yes,2.37,False,
F00862,Milk Powder,Dairy,3.92,25.64,26.94,6.6,Very_Low,396,25.0,56.0,Ambient,Long_Distance,Aluminum_Laminate,97,Very_Low,Very_Low,No,3.92,False,
F00863,Tomato,Fresh Produce,94.4,0.29,0.82,4.15,High,14,5.9,86.0,Chilled,Refrigerated,Micro_Perforated_PE,44,High,High,Yes,94.4,False,
F00864,Apple,Fresh Produce,84.92,0.32,0.43,3.6,High,61,4.9,75.0,Chilled,Refrigerated,Micro_Perforated_PE,50,High,High,Yes,84.92,False,
F00865,Biscuits,Bakery,3.9,18.19,6.94,7.08,Very_Low,187,24.9,50.0,Ambient,Normal,BOPP_PE,60,Low,Low,No,3.9,False,
F00866,Fresh Chicken,Meat,73.01,7.71,24.37,5.75,Very_Low,6,4.1,87.0,Chilled,Refrigerated,PA_PE_Vacuum,95,Low,Very_Low,Yes,73.01,True,Proximate sum > 100%; 
F00867,Frozen Peas,Frozen Vegetable,78.38,0.32,5.36,6.24,Low,359,-17.7,88.0,Frozen,Normal,PE_Film,74,Medium,Low,Yes,78.38,False,
F00868,Coffee Powder,Beverage,3.04,14.55,13.93,5.01,Very_Low,354,25.4,51.0,Ambient,Normal,Metallized_PET_PE,90,Very_Low,Very_Low,No,3.04,False,
F00869,Peanuts,Nuts,6.24,47.44,25.74,6.47,Very_Low,186,24.1,65.0,Ambient,Long_Distance,Metallized_PET_PE,69,Very_Low,Very_Low,No,6.24,False,
F00870,Cheese,Dairy,37.15,33.2,24.08,5.35,Very_Low,60,3.6,81.0,Chilled,Long_Distance,PA_PE_Vacuum,91,Low,Very_Low,Yes,37.15,False,
F00871,Bread,Bakery,38.92,3.91,8.71,5.51,Very_Low,5,25.3,63.0,Ambient,Normal,LDPE_Bag,48,Medium,Medium,No,38.92,False,
F00872,Mango,Fresh Produce,82.18,0.35,0.66,3.94,High,20,10.1,75.0,Chilled,Normal,Breathable_PE,40,High,High,Yes,82.18,False,
F00873,Carrot,Fresh Produce,89.39,0.17,1.02,6.08,High,30,4.9,72.0,Chilled,Normal,Micro_Perforated_PE,47,High,High,Yes,89.39,False,
F00874,Onion,Vegetable,90.73,0.05,1.22,5.47,Low,117,20.2,51.0,Ambient,Normal,Breathable_PP,55,High,Medium,Yes,90.73,False,
F00875,Rice,Grain,12.15,0.54,6.82,6.56,Very_Low,362,24.4,72.0,Ambient,Long_Distance,HDPE,76,Low,Low,No,12.15,False,
F00876,Wheat Flour,Grain,11.86,1.27,12.62,6.24,Very_Low,175,24.0,51.0,Ambient,Normal,HDPE,82,Low,Low,No,11.86,False,
F00877,Ground Coffee,Beverage,2.82,14.91,14.41,5.06,Very_Low,369,24.7,44.0,Ambient,Long_Distance,High_Barrier_Laminate,80,Very_Low,Very_Low,No,2.82,False,
F00878,Butter,Dairy,15.1,81.47,1.19,6.16,Very_Low,119,4.1,80.0,Chilled,Refrigerated,Aluminum_Foil_Laminate,88,Very_Low,Very_Low,No,15.1,False,
F00879,Yogurt,Dairy,84.97,3.05,4.27,4.41,Very_Low,32,3.5,87.0,Chilled,Long_Distance,PP_Cup_Foil_Lid,48,Medium,Low,Yes,84.97,False,
F00880,Fish,Seafood,74.21,4.52,20.33,6.19,Very_Low,5,1.3,88.0,Chilled,Normal,PA_PE_Vacuum,98,Low,Very_Low,Yes,74.21,False,
F00881,Potato Chips,Snacks,1.8,27.98,6.04,6.11,Very_Low,173,24.8,73.0,Ambient,Normal,Metallized_PET_PE,92,Low,Very_Low,Yes,1.8,False,
F00882,Milk Powder,Dairy,4.27,25.57,25.45,6.51,Very_Low,340,25.4,54.0,Ambient,Normal,Aluminum_Laminate,96,Very_Low,Very_Low,No,4.27,False,
F00883,Tomato,Fresh Produce,96.45,0.22,0.85,4.33,High,15,5.0,83.0,Chilled,Refrigerated,Micro_Perforated_PE,43,High,High,Yes,96.45,False,
F00884,Apple,Fresh Produce,89.51,0.3,0.23,3.52,High,63,4.7,73.0,Chilled,Long_Distance,Micro_Perforated_PE,31,High,High,Yes,89.51,False,
F00885,Biscuits,Bakery,4.18,17.98,7.17,7.16,Very_Low,190,25.2,60.0,Ambient,Normal,BOPP_PE,55,Low,Low,No,4.18,False,
F00886,Fresh Chicken,Meat,72.62,8.06,23.2,5.94,Very_Low,6,3.4,94.0,Chilled,Normal,PA_PE_Vacuum,89,Low,Very_Low,Yes,72.62,True,Proximate sum > 100%; 
F00887,Frozen Peas,Frozen Vegetable,78.29,0.52,5.38,6.14,Low,388,-18.9,79.0,Frozen,Long_Distance,PE_Film,66,Medium,Low,Yes,78.29,False,
F00888,Coffee Powder,Beverage,2.92,14.49,14.01,4.91,Very_Low,393,24.9,54.0,Ambient,Long_Distance,Metallized_PET_PE,90,Very_Low,Very_Low,No,2.92,False,
F00889,Peanuts,Nuts,5.81,51.18,24.45,6.33,Very_Low,161,25.0,55.0,Ambient,Normal,Metallized_PET_PE,73,Very_Low,Very_Low,No,5.81,False,
F00890,Cheese,Dairy,38.37,33.1,24.96,5.01,Very_Low,63,3.8,85.0,Chilled,Normal,PA_PE_Vacuum,90,Low,Very_Low,Yes,38.37,False,
F00891,Bread,Bakery,38.35,3.97,9.11,5.6,Very_Low,7,25.1,58.0,Ambient,Normal,LDPE_Bag,43,Medium,Medium,No,38.35,False,
F00892,Mango,Fresh Produce,85.76,0.39,0.91,3.76,High,21,10.7,75.0,Chilled,Normal,Breathable_PE,45,High,High,Yes,85.76,False,
F00893,Carrot,Fresh Produce,86.03,0.14,0.86,5.99,High,30,3.2,78.0,Chilled,Long_Distance,Micro_Perforated_PE,38,High,High,Yes,86.03,False,
F00894,Onion,Vegetable,88.36,0.0,1.13,5.26,Low,124,20.0,75.0,Ambient,Long_Distance,Breathable_PP,49,High,Medium,Yes,88.36,False,
F00895,Rice,Grain,12.19,0.71,7.11,6.36,Very_Low,370,25.6,53.0,Ambient,Normal,HDPE,76,Low,Low,No,12.19,False,
F00896,Wheat Flour,Grain,11.72,1.52,12.95,6.03,Very_Low,163,25.7,64.0,Ambient,Normal,HDPE,93,Low,Low,No,11.72,False,
F00897,Ground Coffee,Beverage,2.67,14.84,14.6,4.78,Very_Low,327,25.0,56.0,Ambient,Normal,High_Barrier_Laminate,90,Very_Low,Very_Low,No,2.67,False,
F00898,Butter,Dairy,15.98,82.33,0.85,6.13,Very_Low,122,3.6,93.0,Chilled,Long_Distance,Aluminum_Foil_Laminate,86,Very_Low,Very_Low,No,15.98,False,
F00899,Yogurt,Dairy,83.69,3.03,4.03,4.6,Very_Low,31,4.3,90.0,Chilled,Refrigerated,PP_Cup_Foil_Lid,45,Medium,Low,Yes,83.69,False,
F00900,Fish,Seafood,75.01,5.13,20.0,6.33,Very_Low,5,1.8,77.0,Chilled,Long_Distance,PA_PE_Vacuum,99,Low,Very_Low,Yes,75.01,True,Proximate sum > 100%; 
F00901,Potato Chips,Snacks,1.94,26.76,5.87,6.09,Very_Low,185,24.6,58.0,Ambient,Long_Distance,Metallized_PET_PE,88,Low,Very_Low,Yes,1.94,False,
F00902,Milk Powder,Dairy,3.78,26.66,25.63,6.48,Very_Low,403,25.8,59.0,Ambient,Normal,Aluminum_Laminate,95,Very_Low,Very_Low,No,3.78,False,
F00903,Tomato,Fresh Produce,94.52,0.37,0.97,4.4,High,16,5.5,75.0,Chilled,Long_Distance,Micro_Perforated_PE,44,High,High,Yes,94.52,False,
F00904,Apple,Fresh Produce,88.86,0.08,0.36,3.52,High,61,5.5,94.0,Chilled,Refrigerated,Micro_Perforated_PE,37,High,High,Yes,88.86,False,
F00905,Biscuits,Bakery,3.78,17.53,7.07,6.84,Very_Low,178,25.2,70.0,Ambient,Long_Distance,BOPP_PE,63,Low,Low,No,3.78,False,
F00906,Fresh Chicken,Meat,71.69,7.58,22.61,5.89,Very_Low,6,3.5,95.0,Chilled,Long_Distance,PA_PE_Vacuum,105,Low,Very_Low,Yes,71.69,True,Proximate sum > 100%; 
F00907,Frozen Peas,Frozen Vegetable,75.95,0.53,5.66,6.1,Low,366,-17.3,83.0,Frozen,Normal,PE_Film,71,Medium,Low,Yes,75.95,False,
F00908,Coffee Powder,Beverage,3.03,14.94,13.79,5.01,Very_Low,399,24.9,53.0,Ambient,Normal,Metallized_PET_PE,78,Very_Low,Very_Low,No,3.03,False,
F00909,Peanuts,Nuts,5.81,49.88,25.29,6.4,Very_Low,193,25.1,65.0,Ambient,Long_Distance,Metallized_PET_PE,87,Very_Low,Very_Low,No,5.81,False,
F00910,Cheese,Dairy,36.82,33.06,24.82,5.14,Very_Low,61,4.2,85.0,Chilled,Long_Distance,PA_PE_Vacuum,88,Low,Very_Low,Yes,36.82,False,
F00911,Bread,Bakery,39.24,3.83,9.22,5.64,Very_Low,7,24.3,59.0,Ambient,Long_Distance,LDPE_Bag,57,Medium,Medium,No,39.24,False,
F00912,Mango,Fresh Produce,80.51,0.28,0.87,4.18,High,21,9.8,78.0,Chilled,Refrigerated,Breathable_PE,38,High,High,Yes,80.51,False,
F00913,Carrot,Fresh Produce,87.05,0.34,0.95,6.11,High,31,5.3,86.0,Chilled,Normal,Micro_Perforated_PE,36,High,High,Yes,87.05,False,
F00914,Onion,Vegetable,93.94,0.11,1.21,5.53,Low,115,20.0,44.0,Ambient,Long_Distance,Breathable_PP,53,High,Medium,Yes,93.94,False,
F00915,Rice,Grain,11.5,0.57,7.4,6.58,Very_Low,340,25.6,54.0,Ambient,Normal,HDPE,83,Low,Low,No,11.5,False,
F00916,Wheat Flour,Grain,11.75,1.43,12.69,6.12,Very_Low,179,24.7,63.0,Ambient,Normal,HDPE,89,Low,Low,No,11.75,False,
F00917,Ground Coffee,Beverage,3.07,15.57,13.64,5.17,Very_Low,350,24.7,48.0,Ambient,Long_Distance,High_Barrier_Laminate,91,Very_Low,Very_Low,No,3.07,False,
F00918,Butter,Dairy,16.39,83.26,1.03,6.14,Very_Low,126,4.3,76.0,Chilled,Normal,Aluminum_Foil_Laminate,88,Very_Low,Very_Low,No,16.39,True,Proximate sum > 100%; 
F00919,Yogurt,Dairy,86.56,3.06,4.14,4.62,Very_Low,30,4.0,87.0,Chilled,Long_Distance,PP_Cup_Foil_Lid,47,Medium,Low,Yes,86.56,False,
F00920,Fish,Seafood,76.32,4.99,19.83,6.16,Very_Low,5,1.8,90.0,Chilled,Normal,PA_PE_Vacuum,88,Low,Very_Low,Yes,76.32,True,Proximate sum > 100%; 
F00921,Potato Chips,Snacks,2.19,32.08,5.98,6.1,Very_Low,178,24.8,59.0,Ambient,Normal,Metallized_PET_PE,75,Low,Very_Low,Yes,2.19,False,
F00922,Milk Powder,Dairy,3.69,26.47,25.17,6.57,Very_Low,364,25.4,65.0,Ambient,Normal,Aluminum_Laminate,101,Very_Low,Very_Low,No,3.69,False,
F00923,Tomato,Fresh Produce,91.64,0.14,0.85,4.18,High,15,5.4,75.0,Chilled,Normal,Micro_Perforated_PE,44,High,High,Yes,91.64,False,
F00924,Apple,Fresh Produce,87.44,0.27,0.43,3.41,High,56,5.2,76.0,Chilled,Long_Distance,Micro_Perforated_PE,34,High,High,Yes,87.44,False,
F00925,Biscuits,Bakery,3.97,17.63,6.99,6.84,Very_Low,167,25.7,47.0,Ambient,Normal,BOPP_PE,64,Low,Low,No,3.97,False,
F00926,Fresh Chicken,Meat,72.22,8.12,22.92,5.62,Very_Low,4,4.6,86.0,Chilled,Normal,PA_PE_Vacuum,86,Low,Very_Low,Yes,72.22,True,Proximate sum > 100%; 
F00927,Frozen Peas,Frozen Vegetable,81.63,0.39,5.18,6.14,Low,338,-19.1,88.0,Frozen,Normal,PE_Film,64,Medium,Low,Yes,81.63,False,
F00928,Coffee Powder,Beverage,2.94,15.2,13.93,5.07,Very_Low,379,25.8,55.0,Ambient,Normal,Metallized_PET_PE,80,Very_Low,Very_Low,No,2.94,False,
F00929,Peanuts,Nuts,5.89,48.65,24.44,6.43,Very_Low,183,25.4,62.0,Ambient,Long_Distance,Metallized_PET_PE,84,Very_Low,Very_Low,No,5.89,False,
F00930,Cheese,Dairy,36.39,32.0,25.37,5.24,Very_Low,61,4.0,80.0,Chilled,Long_Distance,PA_PE_Vacuum,101,Low,Very_Low,Yes,36.39,False,
F00931,Bread,Bakery,37.83,4.16,8.95,5.6,Very_Low,5,26.2,71.0,Ambient,Long_Distance,LDPE_Bag,49,Medium,Medium,No,37.83,False,
F00932,Mango,Fresh Produce,84.16,0.49,0.74,4.04,High,23,10.4,72.0,Chilled,Normal,Breathable_PE,39,High,High,Yes,84.16,False,
F00933,Carrot,Fresh Produce,88.97,0.23,0.82,5.96,High,33,5.2,72.0,Chilled,Long_Distance,Micro_Perforated_PE,43,High,High,Yes,88.97,False,
F00934,Onion,Vegetable,92.01,0.31,1.1,5.76,Low,121,19.8,54.0,Ambient,Normal,Breathable_PP,58,High,Medium,Yes,92.01,False,
F00935,Rice,Grain,12.09,0.62,6.77,6.34,Very_Low,373,25.0,59.0,Ambient,Normal,HDPE,82,Low,Low,No,12.09,False,
F00936,Wheat Flour,Grain,11.72,1.58,13.07,6.11,Very_Low,191,24.5,54.0,Ambient,Normal,HDPE,76,Low,Low,No,11.72,False,
F00937,Ground Coffee,Beverage,3.33,15.65,14.99,4.81,Very_Low,340,25.3,69.0,Ambient,Normal,High_Barrier_Laminate,94,Very_Low,Very_Low,No,3.33,False,
F00938,Butter,Dairy,16.09,80.14,1.03,6.27,Very_Low,127,4.0,95.0,Chilled,Refrigerated,Aluminum_Foil_Laminate,95,Very_Low,Very_Low,No,16.09,False,
F00939,Yogurt,Dairy,86.6,2.99,3.88,4.38,Very_Low,34,3.9,89.0,Chilled,Refrigerated,PP_Cup_Foil_Lid,55,Medium,Low,Yes,86.6,False,
F00940,Fish,Seafood,74.09,5.01,20.48,6.19,Very_Low,7,1.3,90.0,Chilled,Refrigerated,PA_PE_Vacuum,93,Low,Very_Low,Yes,74.09,False,
F00941,Potato Chips,Snacks,2.04,30.13,5.76,6.19,Very_Low,173,23.3,84.0,Ambient,Long_Distance,Metallized_PET_PE,76,Low,Very_Low,Yes,2.04,False,
F00942,Milk Powder,Dairy,3.78,25.42,27.65,6.72,Very_Low,321,24.7,45.0,Ambient,Long_Distance,Aluminum_Laminate,95,Very_Low,Very_Low,No,3.78,False,
F00943,Tomato,Fresh Produce,94.74,0.31,0.64,4.2,High,14,5.6,82.0,Chilled,Long_Distance,Micro_Perforated_PE,50,High,High,Yes,94.74,False,
F00944,Apple,Fresh Produce,87.97,0.32,0.07,3.43,High,64,4.3,94.0,Chilled,Refrigerated,Micro_Perforated_PE,40,High,High,Yes,87.97,False,
F00945,Biscuits,Bakery,3.61,17.83,7.0,6.95,Very_Low,175,25.1,73.0,Ambient,Normal,BOPP_PE,59,Low,Low,No,3.61,False,
F00946,Fresh Chicken,Meat,70.71,8.15,23.09,5.61,Very_Low,4,3.6,77.0,Chilled,Normal,PA_PE_Vacuum,88,Low,Very_Low,Yes,70.71,True,Proximate sum > 100%; 
F00947,Frozen Peas,Frozen Vegetable,80.71,0.53,5.37,6.41,Low,387,-18.0,90.0,Frozen,Long_Distance,PE_Film,72,Medium,Low,Yes,80.71,False,
F00948,Coffee Powder,Beverage,3.03,15.07,13.37,5.12,Very_Low,349,25.0,69.0,Ambient,Long_Distance,Metallized_PET_PE,85,Very_Low,Very_Low,No,3.03,False,
F00949,Peanuts,Nuts,5.86,52.31,25.75,6.69,Very_Low,164,24.4,70.0,Ambient,Normal,Metallized_PET_PE,71,Very_Low,Very_Low,No,5.86,False,
F00950,Cheese,Dairy,38.31,32.88,26.08,5.25,Very_Low,63,3.8,87.0,Chilled,Normal,PA_PE_Vacuum,81,Low,Very_Low,Yes,38.31,False,
F00951,Bread,Bakery,35.99,4.01,9.02,5.71,Very_Low,7,24.7,58.0,Ambient,Long_Distance,LDPE_Bag,52,Medium,Medium,No,35.99,False,
F00952,Mango,Fresh Produce,83.78,0.35,0.8,4.32,High,22,10.6,88.0,Chilled,Long_Distance,Breathable_PE,41,High,High,Yes,83.78,False,
F00953,Carrot,Fresh Produce,90.47,0.15,1.03,6.06,High,30,5.9,85.0,Chilled,Normal,Micro_Perforated_PE,37,High,High,Yes,90.47,False,
F00954,Onion,Vegetable,88.0,0.21,0.91,5.32,Low,124,19.9,58.0,Ambient,Normal,Breathable_PP,45,High,Medium,Yes,88.0,False,
F00955,Rice,Grain,12.04,0.73,7.04,6.44,Very_Low,369,25.5,68.0,Ambient,Normal,HDPE,78,Low,Low,No,12.04,False,
F00956,Wheat Flour,Grain,11.9,1.59,13.34,5.99,Very_Low,178,25.1,57.0,Ambient,Long_Distance,HDPE,83,Low,Low,No,11.9,False,
F00957,Ground Coffee,Beverage,3.16,14.89,13.81,4.85,Very_Low,363,25.3,53.0,Ambient,Normal,High_Barrier_Laminate,91,Very_Low,Very_Low,No,3.16,False,
